,str0,int1,str2,str3,float4,float5,str6
5064,RTOCcgoFoBwJwkWl,385,FmUfQs,KTtflGgTKebDWfyQH,0.20553625431676847,0.8475059845378189,rdQOanSvAf
5065,vQMYSyjfQniHDxaSXO,446,gFlTTyqhmyltTaUyOc,rtHfwyt,0.06448445758886878,0.5648668485581952,xuxIBZmKBFkf
5066,oXdnlFjShVHH,368,DdOPtQhhZQeMaOXwxIr,qRkUhS,0.06650677996786136,0.6963595374397628,bhWWfCtEnjIVcp
5067,GsOYWIDuCIsgFAjytzVy,878,YDVekGK,lmqaH,0.9921176569591212,0.04579293370194759,oKDdBeQhiOPMM
5068,qCvXNElmGYFlnUgxsEJl,522,jDdMxQE,GbGCHTXTrNHhXUzZxP,0.7153348422001478,0.01921164708620582,HrVoyKrhpEaHyyOU
5069,ryPZHMN,925,yhvFOsAjiJtR,bGmbSptmtdKratduz,0.34992008363374283,0.8461202246485223,TeMFffLQY
5070,xRCkJMRIRROi,404,udpmGzZkGBn,BiLIrHsEbwwokZ,0.7490655939198738,0.42709051356865335,eWYJsIEMaadkO
5071,JzGKFiAov,391,mMFmcCyQKcgrcBuahDf,qodpSeZdcXFSQ,0.9899642397273645,0.654424105678428,OtOqXpPZCInFPoxjD
5072,NOxlUXZSTdjQfKJrSHv,777,ymDonOcBjiaWeuA,fYvcuH,0.4783433663492589,0.8602306135720896,vmLiYkPIfc
5073,hwayCYFytrWwb,739,AzUOin,CUqgQXPJRCdCtFIg,0.8538627450452785,0.445336777844512,IBaNgp
5074,VCBCOueGpBbFt,946,kIudSSxFfgLIcAU,fdNbvkqDhBlxXmkXb,0.6693465185220308,0.5195354921444917,xSIkTcSePxGMtGH
5075,AxZzhibEGCRO,852,XJelB,pXvhpYuMKyVncRgMm,0.43604500732261364,0.5637364682629198,QnHPRTljNgyAJUigRX
5076,ndyiqOoZybFzDOfXobBx,472,lwYMOnNrJisCGHLPa,KMNiKA,0.4059577001720528,0.6963216456555362,CvcjgzyLuTg
5077,lyCwrCuHwua,318,qEqPvTGQUgFSUqILAxWk,rRnaSbaIVTOjRptlHJ,0.6145605844382168,0.751678422506925,KiBEBWG
5078,KQOKjMyVddHjz,260,yExCrg,ZArmtf,0.5129662561442386,0.3746407268364913,dIxiAXqaFoTR
5079,zRWyJuNYtiLpX,604,OQjuPYCmhDAP,OsXxITJmfiZPoYWXDv,0.7701906985251935,0.4082711157014003,neMKskhVz
5080,aoIVUuCTOAuJzJNi,229,YhiaPZEXsCIu,yksbwxtiAmCmtwoqWVVj,0.5620330456152323,0.3856455900591378,ZdeFdPtYBojAeak
5081,zoAVeLUibljziBKQN,597,Ckgrjz,sXotzynYlVcA,0.8783498043285356,0.7897626286127363,YlWMPHbrM
5082,aLfzxjaReCSKsoONL,425,xjBorDcyefMQkvwjseyD,jqswbtQ,0.8136843320903955,0.7095201108227063,IpAAZZDwEo
5083,FjenxLWpmlrVqrwZQ,171,yPwjQQFaxLvmPQZMSgey,bZGgquHmUIyvbbx,0.10102055850879066,0.5626749276205294,scyVnG
5084,TqPmXDo,6,UvemoGLojvlI,ytCtcNTqEHxrff,0.27984532966969533,0.9369969735917526,YEjNXGfIqiepFV
5085,AFVhLIAnascNNbE,919,LSYFcdrLUsdW,kcklHXmOkQjE,0.12220051823214861,0.685169574607945,dLruJTcZf
5086,EYJEfHPEzTJglLjabw,158,RIDjoMdNHVw,PwZCTeWGZGNX,0.5337916712438324,0.5082243687266514,wibPfuEPbPyGngspUdI
5087,YpHzGUHUJYlxzO,732,xZJeD,CkkZU,0.9924946321950188,0.9005962764856825,OQLBdjnsKklDJ
5088,CRxwgllYfObmhXFUmj,88,IuUVDmxYrhw,rIpNRmboEyKSZhkx,0.6446381108295606,0.25419978925436826,PnrJfcfOwqbYLSlNDAEe
5089,LhWmMGMHdQKCUPOttbt,736,vBUNNpMuEktprKUH,umNIgqLQUnCeSBuDFk,0.2855809467520599,0.09003110926100133,CLlBBLIZXHxGrYFcr
5090,HFgYhmgvlbrJfp,415,BmQesRBkSrsf,oCVBwCAClidHajmIM,0.17738538798266745,0.27248908003783157,QrFatgYnJocHXJz
5091,lOKEcRO,48,MtXUTjpbxmqP,WvcIQtxrrCrFANGXQ,0.9973039468248062,0.8833258025640602,ZkhCCPUqFHhCyKQJvFik
5092,QmOChtktJYuyiUlo,518,hZzvqtLXkrX,QVffkiMaoORuvlc,0.9105694065998223,0.5251734285649371,acVqde
5093,FruNogDg,25,SMTYNFvYfwRFWwNvrt,pgaoIeovWaYwal,0.5604318251025161,0.49106714083224323,fjQankgRyH
5094,AzkTra,783,eNgJTBwFNcsbDKJHBOQ,oBsYdRKLCDMOuQ,0.955600115339182,0.4519814735782476,zIykeVWJo
5095,eGxytVRQlbojZMq,668,buwOspjgRxcH,ssTywSlRyfxdIVqC,0.16166871019840068,0.8728648549791366,TFojQkokdAhYBtilj
5096,DvrFMQTdjpLbvSUtl,29,skHrOaCTKPIOLWzU,QyJniHZwmd,0.10622973259543533,0.39240047480324713,RrJWvkfNo
5097,poCGR,865,FqzpVcD,xtjuTVSBtDxDl,0.7445446021593438,0.8264184580412545,PcyNqqAdELlO
5098,LMVFjnrj,592,BxrtARtzjnOkEMaCeFn,bsqoohRrY,0.463452882357806,0.47732320846703424,aylHJQrzwqyxPLdydA
5099,PYEDkUNsGn,824,bgUSbCnV,erVxhIkUqNVAddU,0.764356823700875,0.7964870499164153,meUTesA
5100,ypGNjXbd,907,InZVBKRSqiGCJFxeYgWh,ZYBVZlPFOpnSMkOWGMc,0.47395458209589314,0.09996872075774532,kFnfZEL
5101,YzbhJSgLqCGFHMh,654,TuHyqxgYhIjY,eadxHAHC,0.10348398000520886,0.1499822038944737,qVlgxOhaXGJDwSEdoKd
5102,zfKRmjjVnVO,676,mpHCwnxJlMwOHpGfHWtl,IJcpsGbYikahzDaGhSY,0.9429120600099833,0.38900262587789114,ACXwRWB
5103,ZPYlNzHBSueSczTMhB,306,HXojXlbRVmqnDLZAOv,zRvQrZsW,0.24863164524584958,0.7073610912451226,MehnAxYKbEIkAsTJTN
5104,zSEohycIDyX,686,zqByRGeStfiZxLVhZSv,ZVThfcjufw,0.20616542495058765,0.9519284063601667,fBoQoCVFkPGquv
5105,NYMMevnYEBtdZA,683,XGIWwjtqdG,QpUqJDDJPS,0.5215453669582634,0.8755398122431294,pvqfFsO
5106,JXYCpmPaDfm,182,AhQNEzrvXQrSR,GfOARvNNkAJuwmAInL,0.09888406102383263,0.4883430558566244,rzDdTgxA
5107,ltTblEsJ,614,FSMDQzhEFmIHGbtyeuFl,dLyInRqekLGAa,0.1337840870208864,0.7089270434265896,ySTrUsoTVpmKCVsBpo
5108,jRGxnylUtYrEHSXZZFNT,341,lnDLi,nNTHXqhDDzxMPVpOse,0.03163364617562836,0.20358514061772703,futvgjgBTwnTq
5109,zxisagKhJUfC,214,weijCxHvdmgQwAT,LpKnstdRKkMAmO,0.8569898690365956,0.6393760288186203,bbYfNOQYeZe
5110,suEUQNk,171,uhphQIeZXmy,OGlnDurmRMv,0.6913936257353018,0.7340698789208792,aLQqIlJDzPRT
5111,yrQAfJDkRHaNB,148,hVlQTJkxhHZ,KsJjoAxlVTzDWKGifECr,0.5589418795098227,0.6940075696598892,WSVCd
5112,zngBgryQ,206,MqjGogpYdTI,kUEkSszUIyyysCt,0.8101794761903851,0.0789055084168313,kNLtmgVNotp
5113,KJcBCznzPZwSkz,184,gRAUh,DcGEOPI,0.18278956598888274,0.8745053974236748,juuVoBJQvL
5114,ShecTxgcCpYq,900,GFjLrCnJXLhmQCZU,kqGklKRnP,0.18640408328503266,0.18267061468090984,veYtyZHnMDF
5115,LMnRAW,225,llTfvjEDjnIiOCav,HlSOZhoJnB,0.06358679105177123,0.14887018880271907,vjRsexdkyFX
5116,pfqjQmCCTJopWFuvzAb,155,EYjpYHJRXIiTqd,XwSvuvTLrEf,0.31356177953285125,0.4917974620579505,ZdhsQPnnYzwBGgVW
5117,wcoWkUsyvVrTCnXY,719,sDeJRwgoglNJDhjpMqEw,HudzGFKXlZGDVdxkM,0.4494496678915063,0.10669067939156818,gdgCPMIEeTQPB
5118,jsYlKBzWRWKnBCzDAM,471,jXUhFotHHataZ,NJuOdkwLYktqpgUlFSV,0.8152587244353359,0.6439868549989743,jAZHN
5119,pmcWfTO,529,cpPJoIuX,dvkQCSkJwdE,0.2621943191458388,0.22063698615087224,MyiSp
5120,neCgNUYFJbkP,628,jrXkNZuX,DLwkVjPBzRLllxr,0.0655775806964708,0.35814307792035627,UgmLUFP
5121,gNOKpgaLPitl,577,adfZjcTbP,zoYYzXggRegTczoEX,0.6541433054093531,0.5457867738535721,PQrLA
5122,APvBrhYT,167,irbAofnlzeuU,XxouFVkZjCc,0.26336112075025786,0.4378654287812537,hFdYAoLVuu
5123,kfaJcHMeLDFBcr,435,adskEFCpkGIPKGzKMIe,qVbsvyPYj,0.4593752874120315,0.5058497797366776,zWgOwKY
5124,xmkVfVSMjYuRLoe,713,UjbrzgwIkHZOr,WPfnKMV,0.3508380641899238,0.5099430318910996,zsWqZmILZvZvT
5125,naxpvyRySFfize,507,SBItPYaIxxuUVLOCuiA,LhKhipqYsjPr,0.6902119885896201,0.10818426965772077,qJliVBOPugqfFJ
5126,WTCwe,57,WgjXVHenDD,JQYmGkxxXQ,0.5394591116671912,0.46270273544605756,tCkzQyOdPFQLynaYh
5127,AibEdhxl,277,tNcerrbxCYaJetauHB,kHJzQziGGTKJFR,0.03072382814544672,0.8523689874381003,LLLnzsLnidJXojn
5128,YegvBuU,171,JUmZzDRMiY,qTdAv,0.054748120968812986,0.2965428650925468,XnHHmPSrrJYHiGijOC
5129,BdGXXokhmvyNRo,207,vabDo,pkTDmbHzLo,0.9275610667272721,0.6071878112998265,ulkZJbyPJYwGJCK
5130,tGVjyYuSE,202,QAuPGKvjCSvuOijchWnq,OCIjePzOESMMSWuRb,0.9779136544032365,0.9721143312571688,ETAfDSiu
5131,SqiRwHTUmrWdLGGaVx,934,xYZaRpXturJIcOli,WNYSAXtRkfZEoruIB,0.19201659398998994,0.13411200533009382,JslxPYrVGbyXdPuJ
5132,uZyEBJURp,876,RFXuq,VhwievSlsQsfVZUt,0.736890548462564,0.9732038517992327,YgaMWYpPTLi
5133,iaEyTYpzrMjMTne,916,UYFifHeAjpojqJGg,gUTSCGvDPVHhlPnDoFbc,0.5233325607518541,0.40947447553943905,TwulsqqesCKQCUOn
5134,KuzCLUQZdAcqezM,568,DyMdsaBTYZSxVZPpTG,GGhmUoPRtgCjxHuWERu,0.09863284218681612,0.3854508755340368,TafzRwyfoOAJZZPAMhjX
5135,RohnsFEnRz,926,UIuHyotzFel,xNJAuBOLgjrmpSp,0.7797500836499908,0.4929230014745364,sHJnvtwmsXNOGWVZRVxC
5136,umkiVpsxaOFWat,772,EkArosSJDmjEUteB,mZxBPV,0.9627822665178178,0.15606532772955795,jUCxomZDsazu
5137,erQlQOY,998,uUkSYcANkSOUsg,OkQsmdzBDX,0.6341551382997674,0.1267533555249708,yDxPTzqiQYx
5138,MBMjONIiNiEFDeClyC,562,kFWnAhigBLZcGewP,SxWoPkhNcMpEUFj,0.022565295373981775,0.6218520537162474,adMDfGDsTdvETBNRXdXG
5139,LTKXlT,805,NZdOOJWdpvTCe,NLMrVHGGbTy,0.04189424051416335,0.6775746951191514,jJaFaipAz
5140,hktwgP,477,HYlEfhGjnGGMsjcv,kmwYvtkaa,0.39194307797822314,0.7633542715898216,ZStSOkvSwmUQdS
5141,FBuvKHVdFfQh,67,mTzMEBH,cjAwNUURwxF,0.6335015672694133,0.9498185039393197,ayNLlGjSOpIUacEO
5142,tTaSxefAom,385,NHHYxcZbOwuPyZpIF,uhbddTA,0.6317752024100176,0.9314133684312897,xSxRFSIPr
5143,eMCdowU,158,IZKlPrPRAEdDeEpJKiI,XyMkGKmvyURYMSSpxuq,0.9931427611880096,0.9038896671866143,EFNMiFjnFmZej
5144,gKpfeKUWy,11,XuXBrQRacV,CQKQSCDv,0.27020682539167307,0.4572656732689885,nYPbaOW
5145,PNPuyA,634,WnwAqvOouKPD,VhhkKErHfXqYRhCP,0.6505934561724798,0.1672230253547149,ZqZuYeF
5146,HMwqZIzDTlNLA,401,FDggWOseYtapAbVZFGMG,WCQtQYRlopOieIPCvmE,0.2079740253654312,0.6533965124256831,UZHwCPriYDDQaguLlmE
5147,hdifgHMAA,362,PUmQciswVzQWewK,Aabns,0.3881474106100118,0.26434970070815134,ZZdMUWDnm
5148,kNRpXDbwnCxlyCSyMszI,942,sLOSnnzjGrBfESEqBLY,eoULbcuYRfBd,0.9828262017700121,0.5509357592469686,uHoKiugU
5149,aDzPnKaisjImOjC,281,MJwhlxeYpRP,xaZKEmhJzTkCWPBk,0.46222211303099814,0.2853929576665549,dEZkAuUTODGJCTNTP
5150,QPNNCnMq,461,AdkkC,frKKZpacguOhYp,0.9703992863300037,0.5285539841460558,LEhyZJplfieXQgjW
5151,qfDkyV,730,sYwcxL,itEINvoJrqe,0.16722461336310634,0.9912193995016216,BlFRnFlQcrJLqtZVU
5152,JbMxOaHmVrY,21,ynugRzFFSRHnNkNc,BAoqvMBfjl,0.9197515056623151,0.17573281903164528,whlAnofTipmhatTJnN
5153,YeQpXTutKaQBhMIJ,930,SFLpSZHG,laliNtpuBRjAmtfDWiH,0.39724117117356095,0.3454575715093753,wUVGvvqSbpJuaitqLFJ
5154,OWLTijjiLzqPBvqgoPl,964,JjbWBCzDZT,LrpYfsIMYhtwTZ,0.670519689369599,0.6027791376336152,bRytxHVRldQmEDhHVJuw
5155,FjMevxdkuH,816,zCXVxk,SfvjqLTfkfMcm,0.46726372466227317,0.42293992351652365,syZyZjIjHDsiJZtUpl
5156,YsjenNMwjsXIjpXW,999,YvBUnQqsBSZwAj,QTuMJk,0.7609516556387645,0.6349534886838913,xMUgEwUpC
5157,VDRyVvF,353,TlTVVtZhrwoRdQcEb,JbLwWRSvoNfVjiuv,0.5870092143068956,0.17366110699857995,KvErgpi
5158,NMlJvYWhMnPMpAXW,211,RIFCuyI,VUBGONGkfePgmPvftYkU,0.7531700566454432,0.6281801234683366,YzJTVaDFohCowC
5159,VJEatGvNrcjjm,666,LdTFXSXqTG,hUfhQqJuvAsEDZqhmGN,0.3428371607240698,0.17970661814836209,uvQYwHOKlun
5160,jrghER,586,EfoSNPuSRNQiMumqBaYk,MhXvu,0.044116206163239746,0.44469028737383165,cnzSmipJUCLZHFINo
5161,JcUXwfUFoFFWmGBFr,497,pRTpWratvrquBMuMbBD,PnEtJnrrTHCKG,0.19864007623438518,0.4441114403529798,ZXdCELddGW
5162,srpipqyOpGGfMeKzujm,609,mgViqyZlMD,RqnBOoQKiWvvAFstCy,0.6168066965699605,0.6618551721859054,BNCMULgmErk
5163,KSmZLAnAUY,303,iOVkAnAdGRJDDTNZ,jGJYMgwmXPzhe,0.08496627429159265,0.997723428802382,jHMMmBeQhaVQSalXjHVh
5164,xXXiZSsDKkaKKQcnlcM,128,JhvrsIdmSA,gSLzoFFKdMJFj,0.8225171432953308,0.936427865086317,uWThSxwCnboUN
5165,PTMSp,642,xbdvLcLMkHkOUFcLmaF,eqCNVHTDPWGGdpdTcFVO,0.6655129230712726,0.2350091577691118,xNnPnEQxUZwmAQqymMVc
5166,iRaLdfMQFAq,681,oOQQFCEQgRAw,RrGSnLceWYZ,0.5196002706713336,0.4986255546337337,gOfjramXKZUtMO
5167,ZtesODkffHsjz,236,aynMHYishVqZhOhhuXO,KlzwBnGnnxVWjSYcrJ,0.3805094608664855,0.6007474601235316,qEKwEJiKpqNa
5168,hGEIXshkR,758,NnGxmGEnCGEStdJXSijt,pxJQPutvmdgXYYvJzyMg,0.993421441544806,0.3846686355275757,FMNETxKUvIVIYexMt
5169,hyuuEoKlmNhYBuA,234,SEBUGHXg,IZxBcyXNmtVZ,0.4828965356236745,0.18929764830072504,CtUui
5170,NhyDYdr,214,QIVtoZIbI,UBCojEIeY,0.6796250995736908,0.16926057149292073,pszkVpjGPOD
5171,qLSJqvclZihRDYhc,137,yFqdrcpv,jmMKxfGxYeKDuQyfw,0.6800580719976903,0.730189213214646,SjqcuzjCQYT
5172,sseMCJuoTuBBWaUzKQxG,57,FINizqhaFhpD,OMJSJGz,0.4682541002422832,0.6449709208280657,zbkKcFwlbTmvMumdFv
5173,iyjFtRtLRH,470,EXcHRM,ATqUJbNQQipOat,0.7777786488710852,0.94224565025664,cxrujarXaAHQW
5174,GuIxTKYbJPw,343,mmvOXSZSkT,fVUsQYKIqeLcJBOrd,0.6801947716737996,0.5351701353078128,ztwduKoVcvvLRYQSYVSF
5175,UoGHRhQJEBFOXHnmCUHN,302,WeGUCnCSxhZB,VSXWIUSJDsBCIzF,0.521247512391463,0.8937733419109801,gDlfRJDgqbRX
5176,UMECEFSlwfcDbu,734,AfeWEEsFKK,PKzvtdVHnkwHojYi,0.8813322509199606,0.2878162535597355,TGiYcjYjWSUPDzcG
5177,eIuXPNNjFUCoYLMAGXKs,557,yjJeZk,vLZeoIYWjtCQHry,0.8271430792988456,0.5932044827822766,QsKQCogQCRrja
5178,VorpxvgfSVsBfcLfi,834,EZlkoHpeXu,IoMskOGcjvml,0.6899526245287416,0.8289203734251089,txBcZkJQghqUOQ
5179,fbcbDKrLcBhUNA,616,zxpFSbSKpQBLTXpX,fePTrOIBvIGFsygP,0.9470808165987816,0.0124144689481398,UVqTeCElgErswhSc
5180,NbnEsnlXuifPfEV,890,EnnVKhiMsYihyUZfKsds,optfFiYBM,0.6294028443531869,0.6223488609438981,QcsSMuKUJPSYMJ
5181,cBapu,941,XDawhYKdqhhUQicnCuqn,ffThLiYmGmwVYqvNYu,0.20910810195455298,0.22503089953102462,iHRpeHBzDESt
5182,HyrRGWjYWwmfsnUOdmz,396,QkslF,CSQcHNusylxDdC,0.631860766972201,0.32718378474234155,GzuAHmt
5183,qpWAHJoBt,543,eHnhQWpcSIJAfWUyskrl,rtCVySBzHYluJcxeDHTF,0.6075399931644716,0.6735823461846184,VIGUlrK
5184,BflkoSHycdvsRXZBcAX,849,TXcVZeHsRdcyONe,Wqowv,0.8408313204262655,0.20295651775687618,fWelZMLXvBppJhBnFqh
5185,ZShkuuLkyffhAdw,982,PUHCsqhc,acdSeR,0.030593548319754804,0.7494129189348276,ImLFdyzGMd
5186,qFenPtcfsKPNbuRSi,604,rZgaHFc,CGrnWKdpwAbzSiy,0.10501513791944372,0.4182664617208477,eXOOKUwOnLoIZvgbkOQD
5187,kztuIQ,868,VScTmTlxOX,bKspsoakbLOusXPe,0.4366394108814793,0.7814159731001942,HgcIVTvZlgkLZkbhHL
5188,ymcNkquOH,669,hWGKJmOeutpVRwnm,xSTPWGnFyVyHFwK,0.4158701784135259,0.12535618742847288,yjRLDpBPdXL
5189,wFtsHvUAjLkOf,0,QtnRWBstAjyHRCgX,dTaFlMPHjC,0.010217562899814903,0.3643419888234867,xBzASWBYSQstuBJ
5190,kJyMknfxNLDUbpK,958,jOLNjyEpLjMuWo,lIrkKGyaitXS,0.9645951387877585,0.5893461761309103,khImy
5191,WitJB,236,ffBlvs,iWniYEsjcWfo,0.32933440343042897,0.05976098306552591,QNzTFBzuYAjyGIX
5192,NKPmTQZllGoP,244,kaLkkneKIRqKvx,eqjCdvmcP,0.1485526738969799,0.8508762705824596,oQHOz
5193,jXxbRGIdCXPasSHJg,567,TpupRquzJnDCWnbzgUb,AUPaLJGIMPmaEMv,0.42324896809431256,0.5113272408724465,TcPfhigXjWITr
5194,ErCfwHrLNbgiWvlJR,943,MoIeC,eFrkferBu,0.21750957418575834,0.596007033973982,LFLzTDsihQpRLUjVSa
5195,jGffzKNwUvvRMcEKiNti,617,maXpqNUhIXvYYAeYh,nuOvciFSmhx,0.42966875888350853,0.20133195614778576,TrKiPzR
5196,AsNhoPjGszf,612,FeUZq,weUuDQfVPSvmrTyf,0.8792397920218324,0.47785162127530223,rkcfEXhXTKLbWN
5197,kCTItBdYRKZf,457,tMYPxH,rIceocEIBfyfuccK,0.4017915088348881,0.047775079260861664,RljElCq
5198,LeNdqlwT,635,DHWkMojNtJj,LYXTo,0.37914204257061135,0.6775793992314896,nfxiiSouhnuSbCzhD
5199,THLhaJWqpYIQ,665,pqxNuLy,mmCyUwrJt,0.11810399379534409,0.01117337023205145,XOeDDFhjy
5200,uxfjfSjP,920,ATjSYCWmlTEgN,aoDUqVsOUSKuUYOOPpWg,0.6606656866003557,0.5173833556299802,XOlyEzQenGaxSzxkvtm
5201,TPZEwANEmVHaP,767,cYERHuyfVBlYWrjzFvr,rEmgoDQaCmkOJYyR,0.968235121079341,0.9974106133635254,sHsFZKpsjLILV
5202,vqxPMHINR,786,sOyiIaPXgtvmBo,HSINipIFLEn,0.7755000107236645,0.8685993784026683,uigPlzcawQ
5203,gsQgloBRWgifwWESp,965,qDxDRpuErlGRECd,XZpnegWUGQ,0.7795837424593195,0.8111330411914004,aIOZOQ
5204,OdLeyCtCmKHjqJ,512,DlmxUeQR,drIfVHPnDyuEp,0.36844900087336085,0.08856438560634616,BdIgcIU
5205,zhICtnfXTQWG,403,SLUnRVKwu,izUBGHDlogaoSJUcntjH,0.15660399801769875,0.9588076410851223,dClobMsysjjKGRF
5206,GnKXFgJwq,404,sqcxXAszVQdmAd,MbKTaNRPDrzz,0.9034404796966902,0.0956590771977528,LKTVbaiJEIbOXuF
5207,oIGiEqgIDZAY,16,VOUyl,tpcOWM,0.27833791527998886,0.36827927806964056,OUVOfxXIHNam
5208,cqLkby,438,AgwIUVBDiMZdeGXVNc,PwBUGMVxTbaj,0.39637200887450963,0.7600296880626863,rjjUi
5209,vaMKKGtbXjmXD,577,udBOJBNW,fNCIbRqyt,0.9451063370118173,0.7652320199612976,cxbMDZT
5210,bahENrHE,786,VaPGsbxRg,FVXjiTJ,0.6367981058621413,0.25430542511189846,TMFQIMKK
5211,tmJkxUIvxlYbxvINr,588,nCWrenVc,yCwDB,0.7516523283435816,0.6849064447770468,fLYwDQGxdE
5212,JvJnBGyzBqXKpCYpabG,438,jGdhPowQwQ,RrPfpqytxi,0.5930766219616072,0.035781451783619356,wHCXBUruqKbRx
5213,jsYdfte,113,TskLXtICOMlklbp,nprZjxCgKaUHrD,0.3639258728380319,0.37105592038942325,rqZdaeIGXyHc
5214,AtASZZcBDrETl,984,dgaxdmbohNJmbmEYcTCV,sIqYS,0.7967525844487794,0.038877736217386216,YfEbrtCcumckF
5215,HsQsrkpmSHN,971,inBQwGFRD,fGQMvcUeHI,0.06466280139895786,0.797462690610262,wyAAfxnjVTAXrPrBK
5216,ZBrLNJNewTjHhasLyl,914,HuCDDThEIIDsTxdFS,XtvAgyHW,0.051255627688975514,0.7164185087684305,NSPumAM
5217,igWsMvoYSKioYZsjuet,90,QDdBEWuFXurlUN,wiqZAjRHKdhnHAe,0.595019938785513,0.24862172332685506,bNvxVkm
5218,QYRtZGqwJoD,923,XhbAAy,slsxfdteAZMrrkprG,0.4933527089712316,0.03402348504440911,TtaeWDU
5219,pbLWkWxpWnQh,301,MvgnnddOEnReN,OVWYdNfJf,0.0835728378575662,0.7297406560604343,SZxrKaO
5220,ZCANyn,164,ithcfQFiYp,lDiVIplkYv,0.7590451956849685,0.5484650447539379,tOIVDj
5221,VAVUXtJC,21,JJtlxuxkNkCADl,JMrBLCFJdTITUR,0.14213255811253644,0.7834204960239954,XyBrws
5222,AOrFzQW,727,yeKiDkNCeGC,RtAIJ,0.6444216276046765,0.37146145838006894,jfAfHqEndSQ
5223,bbHjHa,411,XRBIeeuGvIDsBdkPcRt,ZXkxFNnrMTpFjihgcnYr,0.5218045840618946,0.6929592065989201,KWPUSaPVpOxGbE
5224,bhCBQQhKwiiBts,519,uEAWEPwUCNuZlhXL,WgMrkeFFNdFaDbHZX,0.8734467577242102,0.5968711594588547,cKYFKvwTJpJcNNmrBk
5225,jgpbKlYwJAaTwQeDy,870,lRhYnwy,FaWaxcPEATWZl,0.49134113549550795,0.8553051544616324,MEnROqEbHZU
5226,PkqqUuSsnxuVBG,897,IGtpKapJqtQ,VASpQr,0.07781493422786323,0.15182790898620946,qjlxwMlRMuSleeh
5227,HloFuQjwHKLiFVsn,893,iwQhsQaoKOqzSReO,xiFdXvpXYmvxRpq,0.7227171324066157,0.4699438490365584,kOvfNEfQVcNOaMJiZj
5228,WpbVUkMMc,579,OkxwbbQaOD,cqGbVwpFiYatFSWjQi,0.04847397752312432,0.9536696442058852,zUdqVosBtddGGWNRa
5229,VvZTsJiMfBJv,489,ZhRKSq,bsfQzwDg,0.49134607493739857,0.20720921868749298,JARwzoULmUzJmfWXLW
5230,xqJdtxXGtWwHHP,926,iYLEmKISIxAQXRpJCjD,zTybiuB,0.41912294858545796,0.33191312714520327,dilCRNq
5231,mdFSRekcwqY,829,EghLtAu,EBEItWzhZkenAzNVvP,0.8613783267925675,0.31629860030836066,bJSYeECBu
5232,duocRWXWIDcFCEyYbP,963,aksJUOPiHqOBRaVKbJu,SBuDk,0.6472779649358805,0.00853851463375388,woSFRT
5233,mYbfm,702,FAxwkwQZmlILAbmWxRhd,HWeQQXyAOMhb,0.7588414938401924,0.3550928719692962,SSvscIDgJdYiRb
5234,eOqQevPdBbumSYPJOD,35,IDvIIyv,QzlfHOiGFcUi,0.20589365594177378,0.6990457553812126,FJcZBGUtW
5235,WxYAOOwMNKnOIJliVUF,635,oJOEjOW,XYzzQjqFEA,0.8399786006552404,0.6059435772106936,jbykxrMZuDiiVxgM
5236,yNkszPshdEw,649,AaNUjWbMx,NShsnMx,0.43235598801916875,0.03193927026676957,IxaraJ
5237,eeGNreOOkXiuvaOwhfCZ,917,KYhVvjhknVnEzNjBzYa,IVYOSKyvoRol,0.02139070146215938,0.5764666614478544,FqVtZO
5238,uzCVkGU,731,fPfjiiphwxHImcqANg,LyRLAAmyepysid,0.5680967780926918,0.40194103208955245,DoRAoheg
5239,FIPOkIYUNwxcgBfiYG,272,TftwFwWzlGdCQtslOyzD,KMqmoC,0.2670877605647455,0.35561286009148785,tPApRnHcLAcB
5240,GFdCMjjSNAKDEDY,131,GlPRpt,GTrNd,0.7273896459180972,0.9539189143282918,pZduskDoIQxoYUhpfQ
5241,jyewwMFRdZYMO,66,ADRPvLIHApoUStFVJmMh,BAXzvPjbjCKk,0.6840046548198464,0.2690197390441562,KPpWSaDATQGCAHZt
5242,BMRUDXcePboe,725,aXYzoTEXCfs,gfgOWosBWYVfDmKx,0.3900778544321438,0.9283101981182568,VShXYa
5243,kvsnPkmNvPmLH,719,epXouLunrgYK,uflOeIzILVbGOyuRhbM,0.9584919500139366,0.4494656545098189,LvdaaPNrmGzjkoHlwcP
5244,mIiGwtCTN,583,rHBTJOLkqopyQzH,hKrwRBylkuOuJLNIWYs,0.5099889240101264,0.47352432367781394,DdzuownS
5245,GLthTJQ,707,ERLDvyStxZVsBZDvKOlP,gwNBpEvgtMsn,0.7740982781448617,0.3454439679042106,BubORrvgLUwN
5246,qAEFVN,872,tFYsQlVTOznifZE,DdJsINtWenyukGicvszN,0.3097312533064652,0.3579129732157046,wmLHOuAziiP
5247,BHEDeOctDmdprHzjiQht,194,MLmUR,MLJbejWjxRaqqj,0.5416797919087165,0.8701137942478622,XyZNfPjh
5248,DqvBLrP,990,RIGpWMbTtbnNV,QIfIcIBe,0.8979477907783722,0.7878581162792185,Nekwu
5249,bBlgA,986,iMDLZDgvo,BqEFJmsGy,0.9921593398616227,0.5715146259744888,YETvExEOagS
5250,LKAgroqVTPXoggnj,741,IcNJvcceO,gbGuBrvT,0.8160273724626971,0.4873513950915387,NiYLBXthGRcFeBIEEtES
5251,mWgZTVc,812,mMUWXaPESHvnjWGFC,KvhSpZvWITzkMpXxN,0.052108927445717934,0.6514047068729448,KELcZDIsyhLPDH
